,index,id,img,label,text
47,59,2497,img/02497.png,0.0,you're a wizard motherfucker
48,60,90471,img/90471.png,1.0,"relax mexicans you are rapists, drug lords and criminals"
49,61,69357,img/69357.png,0.0,hey look at me! i'm a serial pedofile
50,62,54602,img/54602.png,1.0,when you just finished shooting a bunch of black kids but accidently killed a squirrel
51,63,15320,img/15320.png,0.0,obama working to legalize medical cannabis for all of the usa
52,64,63182,img/63182.png,0.0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean
53,66,82457,img/82457.png,0.0,ring ring hello? i've been waiting for your call all damn day!!!
54,68,42137,img/42137.png,0.0,when you get hungry you can either think about it or..
55,69,74530,img/74530.png,1.0,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven
56,70,40832,img/40832.png,0.0,taking photo with a mosque
57,71,46127,img/46127.png,0.0,"""ay, tone. how'd da gas stay in if da door is made of wood?"""
58,72,87594,img/87594.png,0.0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!"
59,74,12894,img/12894.png,0.0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free"
60,75,2476,img/02476.png,0.0,im never doing a garden again!
61,76,6937,img/06937.png,1.0,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion"
62,77,5762,img/05762.png,0.0,"listen bitch, before you start fucking with me you should know my team is bigger"
63,79,85072,img/85072.png,0.0,what is this sleep of which you speak?
64,80,46537,img/46537.png,0.0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice"
65,81,56432,img/56432.png,0.0,"what if i told you that you cant ""tolerate"" a person who agrees with you? """
66,82,39805,img/39805.png,0.0,look both ways before you cross the street
67,83,29163,img/29163.png,1.0,what kind of punch can take out 20 kids and 6 adults? a sandy hook
68,84,36072,img/36072.png,0.0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink"
69,85,60147,img/60147.png,0.0,meditation before going to school
70,86,90583,img/90583.png,1.0,we can kill as many as we want and your stupid government keeps bringing us in
71,87,38612,img/38612.png,0.0,so there is this new implant that can actually fix stupid
72,88,52097,img/52097.png,1.0,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash"
73,89,34961,img/34961.png,0.0,this cat is pushing a watermelon out of a lake. your argument is invalid
74,90,15803,img/15803.png,1.0,what do you call a retarded jew? auschwistic
75,91,89762,img/89762.png,0.0,that blackened chicken was so dry it reminded me of your mother
76,92,38465,img/38465.png,0.0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes"
77,94,75321,img/75321.png,1.0,cannibal tribe from indonesia will take muslim refugess in any amount
78,95,18350,img/18350.png,0.0,when you see the gas bill
79,96,91547,img/91547.png,0.0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs
80,97,30247,img/30247.png,0.0,broken chair
81,98,93741,img/93741.png,0.0,stop being a bitch
82,99,51243,img/51243.png,0.0,honestly how often do you masturbate?
83,100,5384,img/05384.png,0.0,spending quality time with dad
84,101,1845,img/01845.png,0.0,when you consume too much trans fat
85,102,34791,img/34791.png,1.0,when i was a boy we didn't have things like adhd. it was called being a little bastard
86,103,41385,img/41385.png,0.0,y'all kids claims to be victims of slavery when we were the ones who lived it
87,105,80521,img/80521.png,0.0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables
88,106,34165,img/34165.png,0.0,be happy you dont have neanderthal dna
89,107,93072,img/93072.png,1.0,"black people black people ""why would white america do this?"""
90,109,9617,img/09617.png,0.0,when you turn on the light and realize you have been fisting the wrong hole
91,116,29814,img/29814.png,1.0,"if you hold a black baby to your ear, you can hear the police sirens"
92,120,41537,img/41537.png,1.0,i'm not transphobic i just think trans people shouldn't exist
93,121,12890,img/12890.png,0.0,hitler getting his tan on
94,122,54102,img/54102.png,1.0,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice
95,123,63217,img/63217.png,0.0,when you're facetimeing and accidently fall down the stairs
96,124,3271,img/03271.png,0.0,when your wife and girlfriend dont get along
97,125,35264,img/35264.png,0.0,i like your cologne what is that? tricare? deers
98,126,63710,img/63710.png,1.0,literally nobody: white people sitting at the bar: can you put it on the golf channel??
99,128,14052,img/14052.png,0.0,this is racist but this is not?????
100,129,81064,img/81064.png,0.0,"your tits... in my hands, put them you will"
101,130,74391,img/74391.png,0.0,there must be some way this victimizes me
102,131,36152,img/36152.png,0.0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died"
103,132,80256,img/80256.png,0.0,damn girl that's a policy i could get behind
104,134,70532,img/70532.png,0.0,it's important to listen to your elders please don't forget!
105,135,25806,img/25806.png,0.0,when you have to make your own pool
106,138,18730,img/18730.png,0.0,immigration invasion learn the difference
107,139,75216,img/75216.png,0.0,want one as a slave when you watch how slow they work and you wonder why anyone would
108,140,91754,img/91754.png,0.0,when you finally buy a dishwasher this works a lot better than a sponge
109,141,42153,img/42153.png,0.0,we build our houses with stone
110,142,83456,img/83456.png,1.0,whats the difference between santa and the jews santa goes down the chimney
111,143,18673,img/18673.png,0.0,how to remember kid in hot car keep 2nd road beer with them
112,144,97523,img/97523.png,0.0,you are so cute
113,145,24631,img/24631.png,1.0,it's ma'am!! yooouu lookah like a man
114,147,69412,img/69412.png,0.0,best part about a hooker dying on you? the 2nd hour is free
115,148,59073,img/59073.png,0.0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez
116,149,28405,img/28405.png,0.0,white people already paid reparations
117,150,63492,img/63492.png,0.0,making america white again
118,151,92670,img/92670.png,0.0,"scared you today, didn't i?"
119,152,78351,img/78351.png,1.0,subway is similar to prostitution you pay someone else to do your wife's job
120,153,79856,img/79856.png,0.0,my friends coming to see me after a crazy friday night
121,154,71436,img/71436.png,0.0,trump supporters be like mexicans stole my teeth
122,156,20736,img/20736.png,1.0,go be gay somewhere else
123,157,50487,img/50487.png,0.0,celebreated 4/20 on january 5th because i know how to reduce fractions
124,158,6431,img/06431.png,0.0,when the employee asks what bra size you wear
125,159,51473,img/51473.png,1.0,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:
126,160,34901,img/34901.png,1.0,gays aids it really be like that
127,161,28793,img/28793.png,0.0,congratulations it's non binary
128,162,5172,img/05172.png,1.0,islam is the religion of peace! if you don't agree i kill you!
129,163,98501,img/98501.png,0.0,send me sexy pic
130,164,96231,img/96231.png,0.0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something
131,165,81673,img/81673.png,0.0,when they don't get the memo that they lost the war
132,166,48635,img/48635.png,1.0,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face
133,167,43612,img/43612.png,1.0,racing for pink slips in africa
134,168,15480,img/15480.png,1.0,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!"
135,169,41830,img/41830.png,0.0,if he's marrying me then why's he fucking my mom
136,171,72584,img/72584.png,0.0,9 months before i was born i went to a party with my dad and left with my mom
137,172,51763,img/51763.png,1.0,go be gay somewhere else
138,173,6873,img/06873.png,1.0,just got a bootleg copy of muslim porn deep goat
139,174,8523,img/08523.png,1.0,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant
140,176,93260,img/93260.png,0.0,when she smiles at you from a distance
141,178,8516,img/08516.png,0.0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days
142,179,53012,img/53012.png,0.0,"nothing says ""pull me over"" like some red solo cup brake lights!"
143,180,76250,img/76250.png,1.0,chillin with my chromies
144,182,61952,img/61952.png,0.0,what i say about the gunman every time there's a mass shooting
145,184,5712,img/05712.png,0.0,god will forgive you no matter what you've done sweet
146,185,72941,img/72941.png,0.0,hey liberals & democrats have you forgotten
147,186,21853,img/21853.png,0.0,pure american muscle
148,188,90146,img/90146.png,0.0,all races are equal
149,190,63095,img/63095.png,0.0,when you have errands to run but you're too tired to deal
150,192,56871,img/56871.png,1.0,who cares if mexicans are offended americans are offended by illegal immigration
151,193,25180,img/25180.png,1.0,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose
152,195,48106,img/48106.png,1.0,fuck islam
153,196,19352,img/19352.png,0.0,ain't nothing but a goat
154,197,65213,img/65213.png,0.0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th"
155,199,58426,img/58426.png,0.0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome
156,200,96785,img/96785.png,0.0,lost african tribe
157,201,40567,img/40567.png,0.0,anne frank writing in her diary
158,202,38625,img/38625.png,1.0,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)"
159,203,4823,img/04823.png,0.0,definitely a new cultural era!
160,205,93826,img/93826.png,0.0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting"
161,206,56392,img/56392.png,0.0,dick punch funny regardless of species
162,207,30986,img/30986.png,0.0,this beef is so raw its eating the salad
163,208,75823,img/75823.png,0.0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell
164,209,84072,img/84072.png,0.0,when you're fucking but wanna make sure he's not stealing anything
165,210,93147,img/93147.png,0.0,replaced kitty litter with pop rocks
166,211,92874,img/92874.png,0.0,so..convert to islam or die?  i say fuck it..let's roll
167,212,27946,img/27946.png,1.0,cadbury's halal creme eggs  now available in special edition
168,213,93614,img/93614.png,0.0,"i'm sorry i left the seat up, it won't happen again"
169,214,93521,img/93521.png,1.0,ever notice that christians are bad drivers
170,215,2691,img/02691.png,0.0,teaching them how to hunt young
171,217,25783,img/25783.png,0.0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off
172,219,30452,img/30452.png,0.0,trump supporters be like show me where he lied
173,220,86491,img/86491.png,0.0,you are not wanted! you are a mental deficient!
174,221,14530,img/14530.png,1.0,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head
175,222,81734,img/81734.png,0.0,when instincts take over
176,223,4683,img/04683.png,0.0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
177,224,8593,img/08593.png,1.0,18 years later
178,226,61453,img/61453.png,0.0,when you find the cake your mum was hiding from you
179,227,39601,img/39601.png,0.0,welcome refugees to poland's newest 5 star hotel
180,228,12035,img/12035.png,0.0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back
181,229,56482,img/56482.png,1.0,heroin is destroying the white community keep up the good work heroin
182,230,56287,img/56287.png,0.0,"and then i says to her no, i got your nose"
183,231,19036,img/19036.png,0.0,infamous
184,232,34852,img/34852.png,1.0,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?"
185,233,62804,img/62804.png,0.0,look at this throatagraph
186,235,80247,img/80247.png,0.0,the pimp hand strong enough for man but made for teaching
187,236,52890,img/52890.png,0.0,wait this isn't my dog
188,237,2485,img/02485.png,0.0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love
189,238,50793,img/50793.png,0.0,a muslim in congress wants to get rid of homeland security let that sink in
190,239,13857,img/13857.png,0.0,this is why we shoot you guys
191,240,43617,img/43617.png,0.0,this chick can't stand fishing
192,241,70942,img/70942.png,1.0,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!"
193,242,49601,img/49601.png,0.0,when your fifth pet eats food from another guys hand
194,243,35102,img/35102.png,0.0,please be patient... we creating a better fuckup for all
195,245,36081,img/36081.png,0.0,in this edition we don't buy property; we steal it!
196,246,68325,img/68325.png,1.0,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds"
197,247,39256,img/39256.png,0.0,"this isn't the way, there's always a better way"
198,248,98362,img/98362.png,1.0,it's ma'am look i found a penis
199,249,38475,img/38475.png,0.0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart"
200,250,49083,img/49083.png,0.0,when you catch your goat with another man ya done fucked up
201,252,67823,img/67823.png,0.0,as much as abdul tried he could not get the fucker into first gear
202,255,70925,img/70925.png,1.0,where did jimmy go during the bombing? everywhere
203,258,81675,img/81675.png,0.0,when your boss asks for the report but you went out the past few nights
204,261,71364,img/71364.png,1.0,obama voters
205,262,26794,img/26794.png,0.0,feel that? it used to belong to bruce jenner
206,263,85704,img/85704.png,0.0,how people look at me when i tell em i don't have kids
207,264,75102,img/75102.png,0.0,whose dick do i have to suck to get these charges dropped?
208,267,35097,img/35097.png,0.0,meanwhile at the isis strip club
209,268,83570,img/83570.png,0.0,the loudest one in the room.. is the weakest one in the room
210,269,56490,img/56490.png,1.0,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex
211,272,19753,img/19753.png,1.0,"how many times do we have to teach you this lesson, you tranny freaks ?"
212,273,61480,img/61480.png,1.0,why is it bad to be a black jew because you have to sit at the back of the oven
213,274,54790,img/54790.png,0.0,what people do in the bedroom is not anyone else's business
214,275,43517,img/43517.png,1.0,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people"
215,277,35861,img/35861.png,0.0,banner in the streets hulk in the sheets
216,278,92741,img/92741.png,0.0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol"
217,279,51736,img/51736.png,1.0,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it"
218,280,26417,img/26417.png,0.0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen
219,281,18407,img/18407.png,0.0,wing wing wing herro? thats racist!
220,282,47326,img/47326.png,0.0,we are soldiers and we fight for our countries to our last minutes
221,284,86594,img/86594.png,0.0,wait for it .. 
222,285,63581,img/63581.png,1.0,wants you to accept him for being a girl couldn't accept himself at birth
223,286,95426,img/95426.png,1.0,i hate all fucking jews they are scum of the earth
224,287,10264,img/10264.png,0.0,when you eat her ass and then she say that she don't suck dick... wayment
225,288,79312,img/79312.png,0.0,for seal thanks.. very fucking useful
226,289,17832,img/17832.png,0.0,it's time we make peace with islam
227,290,15432,img/15432.png,0.0,when ur too young to know the concept of racism but ur happy cause u got a new pet
228,291,34506,img/34506.png,0.0,what's the difference between menstrual blood and sand? you can't gargle sand
229,292,30492,img/30492.png,0.0,when i grow up i'm going to be a famous doctor
230,293,31794,img/31794.png,0.0,i said a glass of orange juice not just any juice
231,294,4175,img/04175.png,1.0,im not racist because racism is a crime and crime is for black people
232,298,29785,img/29785.png,1.0,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e"
233,299,17205,img/17205.png,1.0,i win again! parkinson's center
234,300,74132,img/74132.png,1.0,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck"
235,302,51460,img/51460.png,0.0,love is love respect
236,304,58276,img/58276.png,0.0,i may be blind but at least i'm rich!
237,305,40752,img/40752.png,0.0,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him"
238,306,79315,img/79315.png,0.0,laughs in 52% of us crime rate
239,307,3241,img/03241.png,0.0,when black people make white jokes when white people make black jokes
240,308,38041,img/38041.png,0.0,justin trudeau the imam of canada
241,309,40897,img/40897.png,0.0,"with sensitive ass people, my sense of humor is way too fucked up for that"
242,310,56180,img/56180.png,0.0,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez
243,311,37865,img/37865.png,0.0,i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here
244,312,36974,img/36974.png,0.0,do you have any idea how black you were going?
245,313,61780,img/61780.png,1.0,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times
246,314,81546,img/81546.png,1.0,when i was a kid i thought black people were made from anal sex
247,315,75432,img/75432.png,0.0,greetings ... time to run
248,316,48703,img/48703.png,1.0,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """
249,317,81706,img/81706.png,0.0,when you have to fight captain america because you had an argument
250,321,6832,img/06832.png,1.0,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!
251,322,20971,img/20971.png,0.0,if i can't trust you i don't need you
252,323,70936,img/70936.png,0.0,everybody having kids /getting engaged and i'm over here like
253,325,56024,img/56024.png,0.0,and for my next trick i'll make democrats defend rats
254,326,53941,img/53941.png,1.0,"i didn't hear the question ... ...but the answer is, white people are racist"
255,327,49270,img/49270.png,0.0,rosie o 'donnell had to be removed from her home today to make good on her threat to leave the us if donald trump became president
256,328,67485,img/67485.png,0.0,i'm going to prison aren't i ?
257,329,92417,img/92417.png,0.0,hoes be like why can't i find a good man
258,330,26305,img/26305.png,0.0,when you take this girl on a date and she won't stop talking.
259,331,61234,img/61234.png,0.0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them
260,332,59064,img/59064.png,0.0,keep it up and you'll get some regime change
261,333,17634,img/17634.png,0.0,when she's mad at you but you want her attention
262,334,3246,img/03246.png,0.0,mobile nun
263,335,97635,img/97635.png,1.0,didnt stand during the national anthem... no one said a word... # whiteprivilege
264,336,9634,img/09634.png,1.0,come on our shame tour! we will show you how to murder babies and harass the elderly
265,337,49630,img/49630.png,0.0,if they aren't meant to cook why do they have eggs and milk inside them
266,338,60173,img/60173.png,1.0,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class"
267,339,38490,img/38490.png,0.0,"""people are tired of the same, old ideas"" says the 74 year old socialist"
268,340,68423,img/68423.png,0.0,don't get me started about your tranny problems
269,342,39652,img/39652.png,0.0,donald trump proving you don't have to be poor to be trailer trash
270,343,70435,img/70435.png,1.0,this one time at camp we got so baked
271,344,8654,img/08654.png,1.0,never had one before . what? a room to yourself? a white bitch
272,345,37402,img/37402.png,0.0,when your stoner friend looks in your fridge
273,346,26795,img/26795.png,0.0,i put brake fluid in my meth... now i can stop whenever i want
274,347,60317,img/60317.png,0.0,when your goat hits your g-spot
275,348,34805,img/34805.png,0.0,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time
276,350,80361,img/80361.png,1.0,thanks trump for my new job making america white again
277,351,74536,img/74536.png,1.0,for guys that like it nice and slow gimme a call
278,352,15283,img/15283.png,0.0,march 8th international women's day
279,353,75340,img/75340.png,1.0,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich"
280,354,96153,img/96153.png,0.0,jokes don't kill people they kill people
281,355,63917,img/63917.png,0.0,if he's marrying me then why's he fucking a goat
282,357,92016,img/92016.png,1.0,get ready for your future white folks.. nuclear fire & eternal slavery!
283,358,79054,img/79054.png,0.0,that face you make when you get asked a question and have to think on it for a while
284,359,6471,img/06471.png,1.0,"colin kaepernick and his evil white oppressors oh wait, those are his parents!"
285,361,1896,img/01896.png,0.0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism
286,362,76354,img/76354.png,0.0,animals enjoy motorcycle rides too
287,363,80237,img/80237.png,0.0,when nobody knew who you were until you got on your knees
288,364,71045,img/71045.png,0.0,cutest little beagle in the whole wide world
289,365,67084,img/67084.png,0.0,creeps into your childs room empties his sack
290,366,68507,img/68507.png,1.0,black chicks even the white ones are ugly
291,367,58096,img/58096.png,0.0,grandma is not getting run over by a reindeer this year!!
292,368,4263,img/04263.png,1.0,holocaust jokes are offensive ann frankly aren't funny
293,369,26043,img/26043.png,0.0,love is love is love is love
294,370,26031,img/26031.png,0.0,muslims in a predominantly christian nation christians in a predominantly muslim nation
295,371,64701,img/64701.png,0.0,"well judge, made me do it all remember it was me who first said was kenyan"
296,372,26495,img/26495.png,1.0,when your goat tells you she ain't on the pil
297,373,81963,img/81963.png,0.0,the old lady treats arthur to some delicious cookies she's baked
298,374,56972,img/56972.png,0.0,so i prayed over him like this and i made sure he felt the lord inside him
299,375,83127,img/83127.png,0.0,been dropping blessings all year like
300,376,10827,img/10827.png,0.0,watch out i'll put a bomb in your car
301,378,50273,img/50273.png,0.0,"""where did you learn to make kool-aid like that britney?"""
302,379,25397,img/25397.png,0.0,what do you call a black guy in a tree with a briefcase.. a branch manager
303,383,69042,img/69042.png,0.0,"did i just hear grandma tell me ""no"""
304,384,41853,img/41853.png,0.0,shes got them summer teeth summer here summer missing
305,385,70652,img/70652.png,0.0,when you her ass and then she say that she don't suck dick.. wayment
306,386,27943,img/27943.png,0.0,batman! thank god you've arrived!
307,388,91704,img/91704.png,1.0,when you finger a girl from auschwitz
308,389,94823,img/94823.png,0.0,obama voters
309,390,63285,img/63285.png,0.0,"he's like 20 and still plays video games bitch please, yall 15 and pregnant"
310,391,42693,img/42693.png,1.0,cooking teacher: 'today we'll learn how to use the ovens' the german kid:
311,392,64027,img/64027.png,1.0,"""islam is love!"" - ariana grande yeah, if you're a goat"
312,393,20751,img/20751.png,1.0,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***"
313,394,94351,img/94351.png,1.0,hmmm minyoda i am beat women i must
314,396,81394,img/81394.png,0.0,"""i went to walmart and picked up a new sandwich maker."""
315,397,59467,img/59467.png,1.0,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!"
316,398,71906,img/71906.png,0.0,when you feel beautiful no matter what the haters say
317,399,81265,img/81265.png,0.0,you'd be angry too if you found out they cancelled your favorite show
318,400,67384,img/67384.png,1.0,what's hillary's favorite pizza? little seizures
319,401,21086,img/21086.png,1.0,when the muslim kid you bullied starts counting backwards
320,402,40153,img/40153.png,1.0,"""okay class bring out your calculators"" mohammed:"
321,403,31025,img/31025.png,0.0,i refuse to debate gun control with folks who eat soap and are confused on which pisser to use
322,404,68042,img/68042.png,0.0,i think i almost got my dishwasher working
323,406,48612,img/48612.png,0.0,that's where the new skyscraper is going to come up
324,407,5183,img/05183.png,0.0,when you run out of bras and have to hold the girls up on your own
325,408,27430,img/27430.png,0.0,both men and women sacrificed in different ways but it was all to protect their comfortable home
326,411,25037,img/25037.png,0.0,"i am 73 years old. who's going to ask how i do it??,,,"
327,412,16380,img/16380.png,0.0,felling cute might fuck a goat later. idk
328,413,25861,img/25861.png,0.0,how to get out of a gym contract
329,416,12673,img/12673.png,0.0,how it feels being a military spouse over 30
330,417,74235,img/74235.png,0.0,chloroform puts the sensual back into non-consensual
331,418,63275,img/63275.png,0.0,what do you mean happy columbus day?
332,419,17830,img/17830.png,0.0,exfoliating with the tears of my haters
333,420,48625,img/48625.png,0.0,reaction to a home invasion non gun owner: we're gunna die!!! gun owner: i'm your huckleberry
334,421,93216,img/93216.png,0.0,when you have flashbacks from wwii
335,422,19256,img/19256.png,1.0,"as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!"
336,423,43201,img/43201.png,1.0,i didn't choose the tranny life the tranny life choose me
337,424,38127,img/38127.png,0.0,how the co looks when he tells the crew were not getting mail on the next ras
338,425,53962,img/53962.png,0.0,i support americans even though some of them are really hating on me right now
339,426,76213,img/76213.png,0.0,dark humor is like him '' it never gets old
340,427,28317,img/28317.png,0.0,tries to send killers to kill dante in dantes inferno
341,428,3251,img/03251.png,0.0,it is disgusting to laugh at gender dysphoria
342,429,9132,img/09132.png,0.0,based in america
343,430,54973,img/54973.png,0.0,this is what vitiligo looks like
344,431,4651,img/04651.png,0.0,what every muslim looks like to me
345,432,78560,img/78560.png,0.0,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you"""
346,433,95317,img/95317.png,1.0,all those in favour of bringing swedish women to america as refugees instead of muslims please like and share
347,434,16490,img/16490.png,1.0,i said glass of juice not gas the jews
348,435,13876,img/13876.png,0.0,can i get an order of savage with no chili please
349,437,19540,img/19540.png,0.0,mississippi wind chime
350,438,61927,img/61927.png,0.0,auditioned for jazz band not enough soul
351,439,52903,img/52903.png,1.0,throwing off a gay one with the boys
